date,P_mm,T_degC,solid_P_mm
2016-01-28,0.993,-8.917,1.014
2016-01-29,0.033,-8.498,0.063
2016-01-30,0.618,-10.998,0.654
2016-01-31,0.006,-11.78,0.012
2016-02-01,0.183,-7.38,0.21
2016-02-02,0.024,-8.153,0.045
2016-02-03,1.662,-6.986,1.695
2016-02-04,19.392,-2.767,18.552
2016-02-05,17.208,-4.466,17.16
2016-02-06,1.125,-4.3,1.152
2016-02-07,0.003,-4.221,0.012
2016-02-08,0.009,-9.602,0.03
2016-02-09,0.213,-10.572,0.237
2016-02-10,0.849,-6.719,0.861
2016-02-11,1.71,-7.047,1.725
2016-02-12,0.855,-7.203,0.87
2016-02-13,0.165,-5.06,0.186
2016-02-14,0.033,-7.006,0.051
2016-02-15,32.901,-1.206,23.847
2016-02-16,12.726,-4.418,12.192
2016-02-17,8.373,-4.617,8.388
2016-02-18,2.211,-7.296,2.238
2016-02-19,12.678,-4.374,12.516
2016-02-20,0.876,-6.434,0.924
2016-02-21,1.344,-4.531,1.365
2016-02-22,0.129,-7.946,0.165
2016-02-23,0.003,-8.753,0.012
2016-02-24,0.0,-8.075,0.021
2016-02-25,1.185,-4.074,1.212
2016-02-26,0.798,-3.925,0.822
2016-02-27,0.504,-5.171,0.543
2016-02-28,6.249,-3.412,5.823
2016-02-29,6.186,-2.273,5.778
2016-03-01,1.68,-3.645,1.71
2016-03-02,0.0,-7.723,0.009
2016-03-03,0.117,-6.213,0.144
2016-03-04,1.458,-5.808,1.488
2016-03-05,2.658,-4.464,2.706
2016-03-06,8.643,-4.645,8.655
2016-03-07,8.253,-3.742,7.314
2016-03-08,6.687,-1.83,5.451
2016-03-09,4.95,-3.472,3.918
2016-03-10,46.035,-0.715,24.12
2016-03-11,11.661,-1.732,11.307
2016-03-12,18.393,-1.374,16.329
2016-03-13,23.427,1.51,9.501
2016-03-14,4.947,0.541,3.948
2016-03-15,3.048,1.611,1.44
2016-03-16,2.58,1.114,1.797
2016-03-17,0.09,-0.483,0.03
2016-03-18,1.947,1.247,0.474
2016-03-19,3.969,1.0,1.113
2016-03-20,6.732,0.409,2.577
2016-03-21,4.485,-0.708,3.363
2016-03-22,10.899,0.632,5.268
2016-03-23,4.515,0.19,3.039
2016-03-24,10.953,-2.084,9.951
2016-03-25,0.042,-3.456,0.057
2016-03-26,0.378,-3.802,0.417
2016-03-27,0.141,-5.858,0.177
2016-03-28,0.015,-8.665,0.027
2016-03-29,0.471,-8.578,0.528
2016-03-30,0.147,-6.821,0.207
2016-03-31,0.261,-5.021,0.282
2016-04-01,6.084,0.638,4.407
2016-04-02,2.331,-0.134,1.599
2016-04-03,3.03,0.053,2.526
2016-04-04,0.036,-0.472,0.012
2016-04-05,0.177,-1.453,0.09
2016-04-06,0.333,0.538,0.309
2016-04-07,0.213,0.012,0.219
2016-04-08,7.818,-0.497,5.712
2016-04-09,0.0,-2.787,0.0
2016-04-10,0.0,-1.546,0.0
2016-04-11,0.0,-0.471,0.0
2016-04-12,0.0,0.273,0.0
2016-04-13,0.015,0.307,0.009
2016-04-14,0.048,0.025,0.027
2016-04-15,0.069,-1.842,0.039
2016-04-16,3.243,0.407,1.71
2016-04-17,2.778,-2.466,2.751
2016-04-18,0.249,-4.49,0.27
2016-04-19,14.982,-1.809,12.339
2016-04-20,5.685,-0.625,4.758
2016-04-21,0.72,-1.427,0.642
2016-04-22,0.552,-0.235,0.546
2016-04-23,0.375,1.652,0.207
2016-04-24,0.0,2.085,0.0
2016-04-25,0.0,1.032,0.0
2016-04-26,0.0,1.064,0.0
2016-04-27,0.165,-3.93,0.186
2016-04-28,1.305,-3.312,1.326
2016-04-29,0.702,-1.068,0.693
2016-04-30,1.104,-0.853,0.93
2016-05-01,4.473,-0.827,3.507
2016-05-02,1.155,-0.365,1.137
2016-05-03,3.912,-0.683,3.798
2016-05-04,0.147,-0.227,0.162
2016-05-05,1.563,-0.978,1.575
2016-05-06,1.638,-0.332,1.368
2016-05-07,0.273,0.511,0.192
2016-05-08,1.116,1.687,0.63
2016-05-09,0.0,2.017,0.0
2016-05-10,0.006,1.707,0.0
2016-05-11,0.033,2.761,0.0
2016-05-12,0.051,2.23,0.012
2016-05-13,0.006,2.532,0.0
2016-05-14,0.036,2.782,0.0
2016-05-15,0.006,3.143,0.006
2016-05-16,0.255,1.648,0.147
2016-05-17,0.135,0.906,0.093
2016-05-18,1.497,0.945,1.14
2016-05-19,0.009,1.26,0.033
2016-05-20,0.0,1.974,0.0
2016-05-21,0.0,1.578,0.0
2016-05-22,0.0,1.876,0.0
2016-05-23,2.496,2.286,0.558
2016-05-24,0.093,4.199,0.015
2016-05-25,10.929,4.08,2.16
2016-05-26,17.841,4.186,2.1
2016-05-27,6.417,4.267,2.013
2016-05-28,0.489,4.687,0.126
2016-05-29,0.168,4.573,0.006
2016-05-30,0.414,6.094,0.006
2016-05-31,3.582,5.48,0.063
2016-06-01,8.946,5.866,0.15
2016-06-02,0.066,9.004,0.0
2016-06-03,0.0,11.181,0.0
2016-06-04,0.0,10.487,0.0
2016-06-05,0.0,7.992,0.0
2016-06-06,0.0,9.516,0.0
2016-06-07,0.078,8.452,0.0
2016-06-08,0.156,8.485,0.0
2016-06-09,1.02,9.724,0.0
2016-06-10,0.612,8.317,0.0
2016-06-11,0.123,8.114,0.0
2016-06-12,0.153,8.167,0.0
2016-06-13,0.021,8.003,0.0
2016-06-14,0.0,9.21,0.0
2016-06-15,0.021,7.583,0.003
2016-06-16,0.69,5.743,0.066
2016-06-17,0.876,7.206,0.006
2016-06-18,4.65,7.495,0.228
2016-06-19,6.054,8.037,0.111
2016-06-20,4.386,9.45,0.0
2016-06-21,0.723,8.356,0.012
2016-06-22,0.567,9.747,0.0
2016-06-23,0.003,9.638,0.0
2016-06-24,4.734,6.55,0.0
2016-06-25,3.69,7.327,0.0
2016-06-26,16.08,6.395,0.051
2016-06-27,2.964,6.459,0.054
2016-06-28,4.308,6.065,0.426
2016-06-29,5.142,7.62,0.396
2016-06-30,3.405,7.719,0.048
2016-07-01,3.015,6.02,0.282
2016-07-02,2.862,5.374,0.18
2016-07-03,0.042,7.632,0.0
2016-07-04,0.006,9.616,0.0
2016-07-05,0.684,9.122,0.0
2016-07-06,2.553,9.829,0.003
2016-07-07,0.003,9.9,0.0
2016-07-08,0.345,5.412,0.204
2016-07-09,1.044,6.232,0.216
2016-07-10,2.442,7.918,0.072
2016-07-11,1.089,8.384,0.0
2016-07-12,5.154,7.738,0.018
2016-07-13,3.696,7.697,0.03
2016-07-14,2.25,7.365,0.039
2016-07-15,6.471,8.281,0.078
2016-07-16,3.504,9.39,0.0
2016-07-17,1.737,8.642,0.0
2016-07-18,0.048,10.658,0.0
2016-07-19,0.48,9.931,0.0
2016-07-20,0.921,12.556,0.0
2016-07-21,12.198,10.271,0.0
2016-07-22,6.237,8.79,0.0
2016-07-23,6.939,8.978,0.0
2016-07-24,5.508,9.919,0.0
2016-07-25,3.405,9.832,0.0
2016-07-26,0.078,10.77,0.0
2016-07-27,0.114,11.161,0.0
2016-07-28,0.0,9.755,0.0
2016-07-29,0.003,8.837,0.0
2016-07-30,0.189,8.749,0.0
2016-07-31,2.238,8.524,0.0
2016-08-01,8.73,8.238,0.003
2016-08-02,3.081,7.855,0.006
2016-08-03,0.975,7.44,0.0
2016-08-04,0.36,6.953,0.039
2016-08-05,6.666,6.577,0.201
2016-08-06,0.039,7.829,0.003
2016-08-07,0.0,8.646,0.0
2016-08-08,0.306,8.001,0.003
2016-08-09,0.027,8.035,0.0
2016-08-10,8.628,7.506,0.0
2016-08-11,15.108,8.254,0.0
2016-08-12,0.705,9.476,0.0
2016-08-13,1.566,8.5,0.0
2016-08-14,14.85,8.824,0.0
2016-08-15,11.808,9.946,0.0
2016-08-16,5.76,8.708,0.015
2016-08-17,2.979,8.716,0.003
2016-08-18,6.183,7.983,0.027
2016-08-19,0.03,9.206,0.0
2016-08-20,0.006,10.54,0.0
2016-08-21,0.414,8.693,0.0
2016-08-22,0.054,10.779,0.0
2016-08-23,3.714,9.18,0.0
2016-08-24,0.0,9.433,0.0
2016-08-25,1.83,8.198,0.0
2016-08-26,3.198,8.226,0.0
2016-08-27,1.701,6.751,0.039
2016-08-28,0.321,5.888,0.0
2016-08-29,0.0,5.849,0.0
2016-08-30,6.225,6.901,0.003
2016-08-31,1.911,4.754,0.198
2016-09-01,0.519,4.092,0.069
2016-09-02,0.003,5.545,0.003
2016-09-03,0.285,7.429,0.003
2016-09-04,0.912,7.374,0.0
2016-09-05,1.596,8.248,0.018
2016-09-06,0.246,7.575,0.003
2016-09-07,3.054,6.553,0.105
2016-09-08,18.444,5.196,1.446
2016-09-09,11.517,5.68,1.197
2016-09-10,7.551,5.266,0.585
2016-09-11,5.832,3.268,0.612
2016-09-12,1.581,4.125,0.435
2016-09-13,4.953,3.455,1.299
2016-09-14,4.116,4.736,0.3
2016-09-15,13.797,5.911,1.251
2016-09-16,11.298,6.084,0.327
2016-09-17,12.129,5.893,0.312
2016-09-18,0.201,3.591,0.054
2016-09-19,18.732,3.265,4.752
2016-09-20,14.907,3.046,4.146
2016-09-21,9.117,3.295,2.403
2016-09-22,14.067,3.277,4.164
2016-09-23,4.965,3.61,1.803
2016-09-24,4.47,5.436,0.576
2016-09-25,1.257,4.372,0.444
2016-09-26,0.063,1.581,0.06
2016-09-27,0.0,2.755,0.0
2016-09-28,0.0,2.527,0.0
2016-09-29,0.096,1.269,0.102
2016-09-30,0.021,1.417,0.024
2016-10-01,6.039,1.748,1.563
2016-10-02,5.064,4.772,1.521
2016-10-03,7.005,6.254,0.618
2016-10-04,13.386,4.767,4.41
2016-10-05,8.364,6.589,0.075
2016-10-06,19.704,6.308,0.156
2016-10-07,1.356,5.94,0.06
2016-10-08,4.452,5.332,0.546
2016-10-09,20.172,5.144,2.274
2016-10-10,10.446,3.634,2.229
2016-10-11,23.595,4.605,1.548
2016-10-12,71.298,6.422,4.113
2016-10-13,38.268,6.192,1.161
2016-10-14,0.294,4.994,0.066
2016-10-15,0.0,3.429,0.0
2016-10-16,0.402,1.98,0.162
2016-10-17,1.329,4.456,0.126
2016-10-18,0.501,2.634,0.078
2016-10-19,28.197,4.944,1.899
2016-10-20,10.422,3.423,3.837
2016-10-21,16.761,4.795,1.818
2016-10-22,16.413,5.453,0.612
2016-10-23,16.353,2.722,4.608
2016-10-24,10.251,-0.721,7.836
2016-10-25,15.336,0.684,7.941
2016-10-26,13.077,1.612,4.476
2016-10-27,7.05,-1.041,6.036
2016-10-28,0.987,-2.437,0.942
2016-10-29,37.788,1.973,7.638
2016-10-30,15.939,1.745,6.66
2016-10-31,1.263,-0.746,1.194
2016-11-01,0.0,-2.073,0.0
2016-11-02,17.79,0.049,9.081
2016-11-03,4.653,1.216,1.752
2016-11-04,0.828,-0.74,0.159
2016-11-05,0.033,-2.221,0.033
2016-11-06,14.343,1.436,4.122
2016-11-07,25.8,4.436,1.776
2016-11-08,20.346,0.899,8.427
2016-11-09,7.392,0.073,5.007
2016-11-10,3.846,-1.189,2.763
2016-11-11,48.183,3.013,12.315
2016-11-12,1.92,-1.109,1.74
2016-11-13,28.2,1.814,8.856
2016-11-14,5.868,-0.352,4.683
2016-11-15,21.474,-1.734,20.124
2016-11-16,7.947,-3.777,7.923
2016-11-17,4.764,-4.095,4.782
2016-11-18,2.7,-4.851,2.727
2016-11-19,1.698,-2.921,1.722
2016-11-20,0.648,-4.908,0.672
2016-11-21,0.081,-6.314,0.099
2016-11-22,1.197,-5.675,1.215
2016-11-23,10.593,-1.137,4.959
2016-11-24,41.559,3.093,3.546
2016-11-25,2.25,-2.099,1.077
2016-11-26,1.395,-2.479,0.846
2016-11-27,9.768,0.948,3.954
2016-11-28,9.435,-1.109,7.878
2016-11-29,7.185,-2.639,6.561
2016-11-30,6.96,0.085,2.745
2016-12-01,15.795,0.366,8.433
2016-12-02,3.876,1.873,2.232
2016-12-03,33.234,3.647,3.216
2016-12-04,11.064,3.594,1.302
2016-12-05,2.364,1.825,0.861
2016-12-06,0.885,0.821,0.255
2016-12-07,5.1,3.177,0.132
2016-12-08,9.252,2.296,1.836
2016-12-09,1.236,1.96,0.639
2016-12-10,0.981,2.654,0.375
2016-12-11,6.213,1.548,2.643
2016-12-12,13.908,-1.308,12.921
2016-12-13,23.082,0.692,14.97
2016-12-14,20.655,0.248,9.939
2016-12-15,16.734,1.2,7.098
2016-12-16,11.109,-0.567,7.359
2016-12-17,9.621,1.231,2.295
2016-12-18,10.896,1.037,1.821
2016-12-19,18.015,-2.378,17.697
2016-12-20,27.969,-1.556,23.76
2016-12-21,7.443,-6.201,7.44
2016-12-22,3.657,-6.323,3.627
2016-12-23,11.592,-5.428,11.607
2016-12-24,4.11,-6.038,4.122
2016-12-25,7.146,-4.676,7.143
2016-12-26,19.32,-3.493,15.696
2016-12-27,49.944,2.005,17.367
2016-12-28,6.993,-2.684,6.996
2016-12-29,26.679,-1.473,21.807
2016-12-30,2.847,-8.254,2.889
2016-12-31,0.276,-8.076,0.309
2017-01-01,0.828,-4.169,0.819
2017-01-02,4.671,0.279,2.427
2017-01-03,0.003,-5.337,0.003
2017-01-04,4.5,-1.986,3.687
2017-01-05,39.111,-1.433,19.404
2017-01-06,5.304,-3.745,5.034
2017-01-07,12.522,-0.573,7.098
2017-01-08,8.01,-1.512,6.894
2017-01-09,5.709,-2.604,5.037
2017-01-10,3.516,-4.974,3.525
2017-01-11,0.933,-9.334,0.96
2017-01-12,0.147,-12.81,0.159
2017-01-13,0.453,-11.814,0.477
2017-01-14,11.574,-4.338,10.71
2017-01-15,31.782,1.533,7.206
2017-01-16,3.843,-4.26,3.849
2017-01-17,0.972,-5.057,0.981
2017-01-18,2.973,-6.435,2.985
2017-01-19,9.309,-5.118,7.224
2017-01-20,10.341,2.226,5.01
2017-01-21,9.873,-0.222,7.731
2017-01-22,4.98,-1.979,4.104
2017-01-23,32.172,1.395,14.817
2017-01-24,14.961,0.625,9.309
2017-01-25,7.632,-0.878,5.778
2017-01-26,2.805,-4.47,2.658
2017-01-27,15.582,-3.24,15.432
2017-01-28,0.195,-6.512,0.222
2017-01-29,0.099,-6.327,0.123
2017-01-30,4.158,-1.194,2.169
2017-01-31,7.659,0.974,4.764
2017-02-01,4.722,-2.632,4.668
2017-02-02,9.498,-2.89,9.396
2017-02-03,7.68,1.534,3.483
2017-02-04,10.5,-0.159,6.153
2017-02-05,7.005,-1.372,6.147
2017-02-06,3.918,-0.365,3.303
2017-02-07,10.332,0.056,7.641
2017-02-08,18.999,1.14,11.268
2017-02-09,6.921,-0.703,6.171
2017-02-10,1.458,-1.517,1.35
2017-02-11,5.409,0.932,3.213
2017-02-12,1.842,1.56,0.78
2017-02-13,1.47,0.408,0.813
2017-02-14,25.638,1.245,9.834
2017-02-15,13.509,0.922,5.097
2017-02-16,0.846,0.778,0.351
2017-02-17,16.251,1.613,2.706
2017-02-18,3.987,1.329,0.54
2017-02-19,14.106,0.657,6.801
2017-02-20,5.538,-1.47,4.899
2017-02-21,13.308,-3.31,13.206
2017-02-22,4.251,-5.095,4.254
2017-02-23,9.057,-5.161,9.063
2017-02-24,16.473,-1.956,14.166
2017-02-25,12.417,-3.751,12.339
2017-02-26,10.974,-5.622,10.791
2017-02-27,0.0,-5.751,0.009
2017-02-28,0.0,-6.948,0.006
2017-03-01,0.0,-8.746,0.0
2017-03-02,0.0,-8.009,0.0
2017-03-03,0.0,-7.74,0.0
2017-03-04,0.036,-6.467,0.057
2017-03-05,0.063,-4.805,0.075
2017-03-06,2.487,-0.06,1.929
2017-03-07,6.102,0.056,4.209
2017-03-08,1.008,-2.913,0.858
2017-03-09,0.0,-4.825,0.021
2017-03-10,3.645,-2.505,3.075
2017-03-11,5.178,-0.266,2.859
2017-03-12,6.201,0.024,4.725
2017-03-13,8.127,-0.987,6.603
2017-03-14,4.941,-2.272,4.725
2017-03-15,6.96,-3.111,6.903
2017-03-16,2.07,-5.209,2.088
2017-03-17,0.186,-8.325,0.213
2017-03-18,8.409,-4.247,8.337
2017-03-19,0.204,-5.478,0.276
2017-03-20,1.113,-4.55,1.146
2017-03-21,1.209,-6.802,1.215
2017-03-22,1.755,-6.064,1.761
2017-03-23,27.786,-1.989,20.157
2017-03-24,21.699,0.472,10.902
2017-03-25,5.835,0.551,2.496
2017-03-26,11.43,-0.851,5.199
2017-03-27,0.012,-2.877,0.027
2017-03-28,1.137,-0.289,1.062
2017-03-29,0.132,-1.616,0.144
2017-03-30,1.035,0.24,0.459
2017-03-31,1.539,1.409,0.729
2017-04-01,0.528,-0.879,0.474
2017-04-02,32.883,1.064,15.573
2017-04-03,24.762,-0.076,8.712
2017-04-04,1.704,-4.632,1.722
2017-04-05,16.812,-2.347,9.588
2017-04-06,10.227,1.507,3.411
2017-04-07,33.099,2.469,8.046
2017-04-08,12.309,-0.094,6.519
2017-04-09,0.195,-4.816,0.225
2017-04-10,3.105,-5.016,2.88
2017-04-11,11.31,0.052,8.31
2017-04-12,0.603,-2.945,0.633
2017-04-13,0.915,-4.336,0.951
2017-04-14,0.156,-6.107,0.186
2017-04-15,0.054,-6.331,0.078
2017-04-16,0.0,-6.193,0.0
2017-04-17,19.995,-2.954,17.316
2017-04-18,5.946,-0.3,4.485
2017-04-19,20.088,-0.194,12.828
2017-04-20,5.745,-2.475,5.619
2017-04-21,0.36,-4.189,0.342
2017-04-22,2.865,-2.627,2.625
2017-04-23,0.057,-6.701,0.102
2017-04-24,0.0,-7.901,0.021
2017-04-25,0.438,-1.965,0.297
2017-04-26,0.84,2.218,0.222
2017-04-27,8.34,0.738,4.329
2017-04-28,21.063,0.079,13.431
2017-04-29,5.949,0.008,4.467
2017-04-30,16.248,2.285,6.435
2017-05-01,7.752,3.18,0.195
2017-05-02,15.495,4.616,1.674
2017-05-03,0.573,5.949,0.0
2017-05-04,0.0,5.452,0.0
2017-05-05,0.0,6.116,0.0
2017-05-06,0.0,7.031,0.0
2017-05-07,0.042,4.383,0.0
2017-05-08,0.015,4.617,0.0
2017-05-09,0.0,3.082,0.0
2017-05-10,10.143,0.615,5.847
2017-05-11,0.318,-0.35,0.36
2017-05-12,7.638,0.742,6.0
2017-05-13,2.901,4.648,1.845
2017-05-14,4.155,4.836,0.096
2017-05-15,1.746,4.255,0.357
2017-05-16,1.74,4.473,0.513
2017-05-17,1.776,2.038,0.939
2017-05-18,1.44,1.365,1.017
2017-05-19,0.0,4.443,0.003
2017-05-20,0.0,6.75,0.0
2017-05-21,0.0,7.799,0.0
2017-05-22,4.35,5.655,0.036
2017-05-23,4.902,5.657,0.177
2017-05-24,3.78,5.307,0.069
2017-05-25,8.535,5.018,0.492
2017-05-26,2.367,6.139,0.0
2017-05-27,3.276,5.65,0.024
2017-05-28,5.313,4.405,0.726
2017-05-29,26.778,4.071,4.464
2017-05-30,16.077,3.927,3.228
2017-05-31,3.054,4.471,1.302
2017-06-01,10.608,5.285,2.322
2017-06-02,7.392,5.43,0.255
2017-06-03,2.445,5.171,0.225
2017-06-04,5.484,5.587,0.099
2017-06-05,0.543,5.83,0.0
2017-06-06,1.332,2.259,1.029
2017-06-07,0.675,2.242,0.57
2017-06-08,0.045,2.58,0.06
2017-06-09,1.161,4.535,0.18
2017-06-10,0.279,6.601,0.006
2017-06-11,0.0,6.526,0.0
2017-06-12,0.003,7.358,0.0
2017-06-13,2.124,7.71,0.0
2017-06-14,0.693,8.3,0.003
2017-06-15,3.249,7.585,0.003
2017-06-16,5.691,6.842,0.06
2017-06-17,11.004,5.745,0.636
2017-06-18,6.75,5.337,0.69
2017-06-19,0.933,6.268,0.12
2017-06-20,14.289,5.427,1.227
2017-06-21,12.159,5.549,1.131
2017-06-22,7.311,4.879,0.753
2017-06-23,9.258,4.808,1.323
2017-06-24,0.573,6.04,0.066
2017-06-25,0.495,5.922,0.027
2017-06-26,1.053,5.846,0.054
2017-06-27,0.861,5.608,0.099
2017-06-28,1.578,6.406,0.06
2017-06-29,1.011,6.498,0.006
2017-06-30,4.959,6.038,0.231
2017-07-01,1.677,6.923,0.012
2017-07-02,0.726,8.17,0.003
2017-07-03,1.896,6.567,0.096
2017-07-04,2.313,6.023,0.045
2017-07-05,7.173,6.329,0.156
2017-07-06,13.638,6.28,0.495
2017-07-07,3.24,5.934,0.201
2017-07-08,0.594,7.252,0.024
2017-07-09,0.063,8.627,0.006
2017-07-10,0.0,9.645,0.0
2017-07-11,0.0,9.164,0.0
2017-07-12,13.905,6.98,0.174
2017-07-13,2.043,8.3,0.0
2017-07-14,8.067,7.038,0.042
2017-07-15,4.068,6.144,0.345
2017-07-16,2.088,5.72,0.327
2017-07-17,0.432,6.591,0.0
2017-07-18,26.619,7.807,0.12
2017-07-19,20.313,8.827,0.0
2017-07-20,0.543,10.334,0.0
2017-07-21,1.056,10.264,0.0
2017-07-22,0.72,9.445,0.0
2017-07-23,0.081,10.268,0.0
2017-07-24,0.015,11.423,0.0
2017-07-25,0.003,11.636,0.0
2017-07-26,0.0,12.416,0.0
2017-07-27,0.078,11.608,0.0
2017-07-28,0.495,10.248,0.0
2017-07-29,0.735,9.348,0.0
2017-07-30,1.983,8.712,0.0
2017-07-31,0.003,9.52,0.0
2017-08-01,0.213,9.363,0.0
2017-08-02,0.213,9.201,0.0
2017-08-03,0.708,8.594,0.0
2017-08-04,1.998,7.233,0.015
2017-08-05,3.54,7.922,0.003
2017-08-06,6.423,7.023,0.069
2017-08-07,0.393,6.962,0.042
2017-08-08,15.654,6.054,0.843
2017-08-09,2.259,7.205,0.063
2017-08-10,0.021,6.558,0.003
2017-08-11,0.156,6.112,0.027
2017-08-12,0.165,7.112,0.015
2017-08-13,0.405,6.428,0.054
2017-08-14,2.814,6.573,0.033
2017-08-15,5.07,8.016,0.012
2017-08-16,0.495,8.182,0.0
2017-08-17,0.027,8.164,0.009
2017-08-18,0.375,7.231,0.081
2017-08-19,0.012,6.582,0.003
2017-08-20,0.0,7.137,0.0
2017-08-21,0.0,7.558,0.0
2017-08-22,0.0,9.001,0.0
2017-08-23,0.0,9.455,0.0
2017-08-24,0.0,8.87,0.0
2017-08-25,1.977,7.144,0.0
2017-08-26,24.825,7.838,0.087
2017-08-27,14.571,7.101,0.159
2017-08-28,7.299,7.05,0.027
2017-08-29,0.225,6.316,0.003
2017-08-30,0.0,6.935,0.0
2017-08-31,0.438,6.823,0.012
2017-09-01,0.129,7.878,0.0
2017-09-02,6.465,7.767,0.0
2017-09-03,3.615,9.206,0.0
2017-09-04,12.828,8.232,0.033
2017-09-05,2.877,6.248,0.102
2017-09-06,0.348,6.024,0.066
2017-09-07,0.891,5.768,0.012
2017-09-08,0.0,5.996,0.0
2017-09-09,3.537,5.394,0.132
2017-09-10,0.795,4.962,0.141
2017-09-11,0.045,3.573,0.024
2017-09-12,5.442,3.914,0.912
2017-09-13,0.006,3.531,0.003
2017-09-14,0.0,3.311,0.0
2017-09-15,0.084,6.161,0.003
2017-09-16,2.472,7.01,0.0
2017-09-17,0.99,7.777,0.0
2017-09-18,17.283,8.003,0.036
2017-09-19,7.731,6.057,0.132
2017-09-20,18.198,4.938,2.019
2017-09-21,5.376,4.259,1.299
2017-09-22,13.98,3.785,2.907
2017-09-23,24.498,6.671,2.247
2017-09-24,14.409,6.248,0.744
2017-09-25,2.655,5.495,0.591
2017-09-26,9.942,6.627,0.33
2017-09-27,23.766,5.928,0.102
2017-09-28,2.934,3.277,0.96
2017-09-29,3.894,4.798,0.27
2017-09-30,3.567,6.684,0.039
2017-10-01,1.623,5.184,0.141
2017-10-02,1.596,4.554,0.45
2017-10-03,3.072,2.58,0.348
2017-10-04,0.435,1.029,0.432
2017-10-05,0.081,1.601,0.066
2017-10-06,2.28,2.35,0.573
2017-10-07,6.189,4.579,0.576
2017-10-08,2.109,4.174,0.147
2017-10-09,9.45,2.456,2.337
2017-10-10,6.387,1.244,3.897
2017-10-11,2.37,1.055,1.626
2017-10-12,5.391,1.681,1.713
2017-10-13,2.835,1.515,1.773
2017-10-14,1.587,1.234,1.455
2017-10-15,1.167,0.53,0.717
2017-10-16,0.153,0.73,0.015
2017-10-17,0.456,1.444,0.243
2017-10-18,1.332,2.81,0.759
2017-10-19,5.397,4.368,0.408
2017-10-20,5.46,2.557,0.603
2017-10-21,0.0,0.483,0.0
2017-10-22,2.076,3.011,0.111
2017-10-23,7.584,4.336,0.93
2017-10-24,0.102,2.802,0.018
2017-10-25,0.0,2.179,0.0
2017-10-26,0.054,2.111,0.0
2017-10-27,3.78,3.971,0.489
2017-10-28,0.009,1.144,0.0
2017-10-29,0.072,0.091,0.057
2017-10-30,1.74,3.318,0.0
2017-10-31,4.926,3.602,0.543
2017-11-01,0.156,-1.5,0.141
2017-11-02,23.472,1.146,10.308
2017-11-03,0.621,-4.285,0.504
2017-11-04,0.123,-5.612,0.147
2017-11-05,9.825,-4.341,6.984
2017-11-06,15.294,-0.846,12.039
2017-11-07,1.491,-2.237,1.401
2017-11-08,11.943,-1.54,9.459
2017-11-09,0.375,-7.226,0.387
2017-11-10,0.153,-7.962,0.177
2017-11-11,0.03,-7.69,0.054
2017-11-12,13.203,-5.007,12.321
2017-11-13,13.164,-0.836,10.776
2017-11-14,11.04,-2.949,10.746
2017-11-15,9.66,-3.094,8.988
2017-11-16,3.078,-6.229,3.102
2017-11-17,0.273,-7.287,0.306
2017-11-18,0.042,-8.557,0.054
2017-11-19,0.0,-7.983,0.0
2017-11-20,1.458,-7.85,1.476
2017-11-21,2.133,-5.796,2.175
2017-11-22,0.996,-5.572,1.032
2017-11-23,5.46,-6.256,5.475
2017-11-24,5.373,-5.38,5.391
2017-11-25,0.72,-7.942,0.759
2017-11-26,0.099,-7.496,0.111
2017-11-27,0.0,-8.995,0.0
2017-11-28,0.015,-7.629,0.036
2017-11-29,0.12,-4.47,0.135
2017-11-30,1.947,0.873,0.624
2017-12-01,16.707,2.141,0.204
2017-12-02,0.042,-1.443,0.042
2017-12-03,0.249,-1.858,3.801
2017-12-04,5.226,-1.757,0.339
2017-12-05,1.353,-4.59,6.789
2017-12-06,5.958,-5.909,1.638
2017-12-07,1.401,-10.911,0.018
2017-12-08,0.0,-11.629,0.021
2017-12-09,0.0,-8.213,0.0
2017-12-10,0.0,-9.224,0.102
2017-12-11,0.63,-7.028,11.109
2017-12-12,11.847,-2.343,0.165
2017-12-13,0.042,-4.928,0.009
2017-12-14,0.003,-6.157,0.018
2017-12-15,0.0,-9.16,8.928
2017-12-16,11.643,-3.446,3.075
2017-12-17,7.251,-2.749,10.23
2017-12-18,34.773,2.129,11.916
2017-12-19,14.229,-1.19,16.965
2017-12-20,16.347,-2.942,4.347
2017-12-21,8.145,-2.154,8.496
2017-12-22,17.886,0.593,2.361
2017-12-23,2.964,-3.093,7.086
2017-12-24,5.94,-5.812,0.099
2017-12-25,0.012,-9.128,0.213
2017-12-26,0.3,-7.78,0.219
2017-12-27,0.087,-8.711,0.0
2017-12-28,0.0,-11.37,0.0
2017-12-29,0.0,-11.808,0.039
2017-12-30,0.018,-9.424,0.003
2017-12-31,0.0,-8.652,inf
2018-01-01,0.0,-8.56,0.006
2018-01-02,0.09,-6.089,0.12
2018-01-03,0.0,-7.439,0.0
2018-01-04,0.0,-7.328,0.0
2018-01-05,0.123,-8.248,0.129
2018-01-06,17.574,-5.406,16.158
2018-01-07,37.323,-0.955,23.532
2018-01-08,9.072,-0.998,6.834
2018-01-09,18.837,1.904,7.368
2018-01-10,5.538,-1.752,4.074
2018-01-11,21.066,-0.218,13.254
2018-01-12,9.642,0.721,7.284
2018-01-13,28.194,-1.159,25.119
2018-01-14,14.019,-7.133,12.774
2018-01-15,4.977,-8.25,1.551
2018-01-16,1.521,-9.163,0.396
2018-01-17,0.306,-10.263,0.231
