date,P_mm,T_degC,solid_P_mm
2001-01-21,8.415,-0.956,5.214
2001-01-22,0.543,-3.013,0.42
2001-01-23,3.867,1.855,2.091
2001-01-24,3.129,0.752,1.083
2001-01-25,0.093,-2.745,0.12
2001-01-26,0.012,-3.827,0.063
2001-01-27,0.558,-3.801,0.585
2001-01-28,0.138,-4.296,0.15
2001-01-29,0.177,-2.199,0.171
2001-01-30,13.875,1.373,8.373
2001-01-31,14.67,2.133,6.393
2001-02-01,2.445,0.382,1.128
2001-02-02,24.678,0.554,15.141
2001-02-03,20.196,-1.098,16.605
2001-02-04,0.015,-7.487,0.024
2001-02-05,0.0,-8.706,0.006
2001-02-06,0.045,-8.296,0.084
2001-02-07,0.084,-9.157,0.126
2001-02-08,0.003,-10.652,0.009
2001-02-09,0.96,-5.757,1.002
2001-02-10,5.511,-0.973,3.879
2001-02-11,2.205,-2.151,1.863
2001-02-12,19.386,-1.074,12.201
2001-02-13,14.232,0.093,9.945
2001-02-14,4.191,-3.661,4.197
2001-02-15,13.524,-1.636,12.519
2001-02-16,30.741,-3.542,22.191
2001-02-17,16.122,2.268,8.088
2001-02-18,20.478,-0.188,10.626
2001-02-19,24.918,0.204,9.996
2001-02-20,6.678,-3.559,6.693
2001-02-21,4.398,-5.225,4.404
2001-02-22,0.435,-9.335,0.474
2001-02-23,0.033,-10.312,0.051
2001-02-24,1.242,-8.199,1.254
2001-02-25,2.436,-11.837,2.466
2001-02-26,0.486,-8.678,0.513
2001-02-27,1.497,-9.246,1.524
2001-02-28,0.048,-12.41,0.078
2001-03-01,0.0,-11.145,0.0
2001-03-02,0.045,-9.039,0.054
2001-03-03,1.752,-11.042,1.776
2001-03-04,1.29,-7.682,1.323
2001-03-05,2.1,-8.279,2.133
2001-03-06,16.245,-2.099,12.801
2001-03-07,4.575,0.841,2.619
2001-03-08,6.447,1.582,2.433
2001-03-09,0.246,0.901,0.06
2001-03-10,0.096,0.231,0.042
2001-03-11,1.638,0.535,1.422
2001-03-12,0.609,-0.805,0.642
2001-03-13,0.78,-2.216,0.525
2001-03-14,1.242,-2.564,1.29
2001-03-15,1.755,-2.085,1.551
2001-03-16,1.869,-1.823,1.389
2001-03-17,1.413,-2.848,1.425
2001-03-18,0.0,-5.892,0.006
2001-03-19,0.003,-6.653,0.024
2001-03-20,0.0,-6.319,0.048
2001-03-21,0.0,-6.445,0.0
2001-03-22,0.363,-5.075,0.393
2001-03-23,2.538,-8.555,2.571
2001-03-24,1.086,-7.657,1.101
2001-03-25,0.282,-11.228,0.294
2001-03-26,2.196,-11.147,2.226
2001-03-27,0.876,-10.72,0.906
2001-03-28,0.768,-7.201,0.816
2001-03-29,0.0,-6.1,0.009
2001-03-30,2.325,-2.544,2.115
2001-03-31,0.999,-0.997,0.84
2001-04-01,0.279,-1.741,0.207
2001-04-02,0.699,-2.095,0.717
2001-04-03,0.036,-4.592,0.072
2001-04-04,5.97,-5.018,5.991
2001-04-05,9.084,-4.149,9.087
2001-04-06,4.851,-3.727,4.854
2001-04-07,0.777,-3.443,0.807
2001-04-08,0.339,-3.495,0.249
2001-04-09,0.0,-3.898,0.0
2001-04-10,0.021,-6.312,0.039
2001-04-11,0.186,-5.88,0.204
2001-04-12,10.542,-1.004,6.756
2001-04-13,20.889,2.436,5.085
2001-04-14,0.402,-2.776,0.258
2001-04-15,0.0,-3.133,0.0
2001-04-16,1.854,-0.594,0.924
2001-04-17,0.042,-1.667,0.033
2001-04-18,0.369,0.919,0.087
2001-04-19,1.494,2.415,0.111
2001-04-20,3.6,2.564,0.738
2001-04-21,4.437,1.588,1.668
2001-04-22,1.092,0.717,1.041
2001-04-23,5.364,0.864,1.917
2001-04-24,3.969,1.533,1.767
2001-04-25,0.936,1.478,0.168
2001-04-26,2.067,1.493,1.143
2001-04-27,12.627,0.759,7.866
2001-04-28,1.659,2.256,1.053
2001-04-29,0.135,0.25,0.129
2001-04-30,10.098,-0.076,6.819
2001-05-01,12.477,-0.396,9.726
2001-05-02,0.627,-1.586,0.651
2001-05-03,0.009,0.225,0.015
2001-05-04,0.123,3.138,0.009
2001-05-05,6.015,4.536,0.0
2001-05-06,10.506,5.364,0.069
2001-05-07,33.705,2.979,8.697
2001-05-08,14.346,1.864,6.039
2001-05-09,21.915,5.3,2.073
2001-05-10,0.285,6.285,0.003
2001-05-11,0.717,4.916,0.096
2001-05-12,0.0,4.526,0.0
2001-05-13,0.0,4.256,0.0
2001-05-14,0.0,2.737,0.006
2001-05-15,0.411,-3.498,0.45
2001-05-16,2.226,-0.517,2.142
2001-05-17,19.389,-0.012,14.46
2001-05-18,6.747,0.375,5.271
2001-05-19,2.796,0.818,1.512
2001-05-20,27.297,1.62,10.338
2001-05-21,1.833,2.426,0.132
2001-05-22,0.489,1.478,0.054
2001-05-23,0.075,3.877,0.012
2001-05-24,4.041,2.519,0.552
2001-05-25,4.905,4.622,0.084
2001-05-26,3.777,5.527,0.018
2001-05-27,1.212,5.734,0.003
2001-05-28,4.059,6.182,0.012
2001-05-29,3.726,4.568,0.021
2001-05-30,1.281,2.67,0.528
2001-05-31,0.348,1.256,0.3
2001-06-01,0.0,2.872,0.0
2001-06-02,2.577,3.169,0.213
2001-06-03,1.554,4.201,0.129
2001-06-04,0.81,3.506,0.183
2001-06-05,1.332,-0.528,1.347
2001-06-06,0.453,1.275,0.465
2001-06-07,0.039,3.484,0.012
2001-06-08,0.627,5.93,0.075
2001-06-09,0.009,6.178,0.0
2001-06-10,0.021,7.671,0.0
2001-06-11,4.728,5.492,0.072
2001-06-12,0.006,4.9,0.012
2001-06-13,1.257,5.631,0.087
2001-06-14,0.942,5.572,0.054
2001-06-15,3.873,3.539,0.531
2001-06-16,4.86,3.36,2.214
2001-06-17,10.626,3.197,2.391
2001-06-18,17.655,4.068,5.037
2001-06-19,8.841,5.737,0.333
2001-06-20,0.129,4.747,0.045
2001-06-21,0.459,6.589,0.003
2001-06-22,0.834,6.641,0.0
2001-06-23,0.117,7.14,0.0
2001-06-24,1.92,7.343,0.0
2001-06-25,3.414,8.612,0.0
2001-06-26,1.011,9.825,0.003
2001-06-27,0.093,10.268,0.0
2001-06-28,1.191,8.451,0.0
2001-06-29,1.566,8.439,0.0
2001-06-30,1.677,8.66,0.006
2001-07-01,4.764,6.221,0.216
2001-07-02,10.314,7.638,0.069
2001-07-03,5.928,8.184,0.03
2001-07-04,1.347,6.639,0.03
2001-07-05,3.435,5.987,0.153
2001-07-06,6.585,6.597,0.108
2001-07-07,15.024,7.087,0.102
2001-07-08,13.452,6.896,0.153
2001-07-09,5.955,7.075,0.009
2001-07-10,1.935,6.946,0.099
2001-07-11,2.934,6.519,0.009
2001-07-12,1.29,6.77,0.009
2001-07-13,0.0,7.829,0.0
2001-07-14,0.042,7.866,0.012
2001-07-15,2.127,5.58,0.183
2001-07-16,8.244,5.883,0.216
2001-07-17,6.114,6.417,0.156
2001-07-18,12.201,6.462,0.381
2001-07-19,4.914,6.764,0.144
2001-07-20,0.462,6.568,0.018
2001-07-21,3.132,6.909,0.051
2001-07-22,1.257,8.576,0.0
2001-07-23,3.492,8.033,0.0
2001-07-24,0.144,7.091,0.024
2001-07-25,0.09,7.317,0.012
2001-07-26,1.425,7.69,0.021
2001-07-27,19.449,7.517,0.033
2001-07-28,7.569,8.012,0.021
2001-07-29,9.318,7.268,0.039
2001-07-30,0.321,7.42,0.0
2001-07-31,0.687,6.654,0.0
2001-08-01,1.524,7.419,0.0
2001-08-02,0.201,9.338,0.0
2001-08-03,0.057,8.377,0.0
2001-08-04,0.588,9.418,0.0
2001-08-05,4.8,8.243,0.006
2001-08-06,5.682,7.848,0.018
2001-08-07,1.557,7.912,0.0
2001-08-08,0.012,7.816,0.0
2001-08-09,0.0,8.329,0.0
2001-08-10,6.921,8.036,0.0
2001-08-11,11.064,8.825,0.0
2001-08-12,1.638,8.073,0.0
2001-08-13,2.043,8.025,0.0
2001-08-14,0.039,8.423,0.0
2001-08-15,0.783,8.191,0.0
2001-08-16,0.087,7.675,0.0
2001-08-17,1.233,7.243,0.027
2001-08-18,14.583,7.75,0.09
2001-08-19,10.281,8.781,0.039
2001-08-20,10.218,7.712,0.03
2001-08-21,18.609,7.905,0.084
2001-08-22,13.656,7.328,0.273
2001-08-23,2.094,7.371,0.021
2001-08-24,1.701,7.372,0.0
2001-08-25,0.612,6.928,0.018
2001-08-26,0.351,5.999,0.144
2001-08-27,0.333,6.795,0.0
2001-08-28,3.372,6.695,0.054
2001-08-29,2.418,6.874,0.036
2001-08-30,0.798,5.988,0.042
2001-08-31,0.462,5.713,0.048
2001-09-01,4.071,6.316,0.396
2001-09-02,0.432,5.942,0.0
2001-09-03,0.012,6.029,0.003
2001-09-04,13.605,6.14,0.834
2001-09-05,2.475,4.575,0.639
2001-09-06,0.27,2.618,0.243
2001-09-07,0.207,2.406,0.18
2001-09-08,0.387,4.183,0.009
2001-09-09,16.932,6.136,0.093
2001-09-10,19.743,6.929,0.105
2001-09-11,4.965,5.834,0.207
2001-09-12,0.333,4.801,0.099
2001-09-13,4.608,4.861,0.3
2001-09-14,2.709,5.148,0.243
2001-09-15,0.894,1.596,0.183
2001-09-16,18.258,2.152,0.0
2001-09-17,0.483,5.411,0.009
2001-09-18,5.157,5.392,0.018
2001-09-19,21.72,7.71,0.0
2001-09-20,1.224,6.332,0.0
2001-09-21,0.411,5.903,0.015
2001-09-22,8.457,6.734,0.222
2001-09-23,4.101,6.936,0.024
2001-09-24,0.093,7.544,0.0
2001-09-25,0.147,6.693,0.0
2001-09-26,0.201,6.154,0.0
2001-09-27,0.069,4.541,0.003
2001-09-28,0.003,1.547,0.003
2001-09-29,14.64,4.356,0.795
2001-09-30,8.28,6.607,0.117
2001-10-01,0.444,5.792,0.048
2001-10-02,4.332,3.518,1.278
2001-10-03,2.517,2.118,0.393
2001-10-04,1.917,1.918,0.663
2001-10-05,0.012,1.545,0.0
2001-10-06,2.943,4.172,0.825
2001-10-07,2.973,5.649,0.114
2001-10-08,0.246,4.863,0.009
2001-10-09,31.338,3.711,4.143
2001-10-10,15.138,1.345,8.331
2001-10-11,8.385,0.751,4.971
2001-10-12,2.796,-0.148,2.466
2001-10-13,12.945,0.238,6.453
2001-10-14,9.459,3.234,2.538
2001-10-15,14.424,6.385,0.201
2001-10-16,1.314,3.535,0.243
2001-10-17,0.006,2.387,0.0
2001-10-18,0.0,6.14,0.0
2001-10-19,0.078,4.933,0.0
2001-10-20,0.021,4.901,0.0
2001-10-21,5.118,4.552,0.003
2001-10-22,7.857,5.929,0.144
2001-10-23,4.506,4.523,0.6
2001-10-24,0.096,3.646,0.024
2001-10-25,1.668,1.746,0.504
2001-10-26,0.021,-1.45,0.036
2001-10-27,0.015,-2.686,0.033
2001-10-28,14.067,-0.358,9.996
2001-10-29,2.034,-1.277,1.659
2001-10-30,0.834,-3.462,0.855
2001-10-31,10.476,-5.203,9.36
2001-11-01,53.046,4.005,8.274
2001-11-02,18.561,-0.485,17.007
2001-11-03,3.228,-3.865,3.189
2001-11-04,0.381,-6.867,0.405
2001-11-05,1.998,-4.869,2.007
2001-11-06,0.57,-7.565,0.597
2001-11-07,0.333,-8.877,0.357
2001-11-08,0.03,-8.274,0.063
2001-11-09,27.495,2.806,4.293
2001-11-10,0.714,-1.428,0.726
2001-11-11,0.0,-7.092,0.012
2001-11-12,3.423,-6.393,3.444
2001-11-13,8.337,-2.327,3.657
2001-11-14,15.387,1.597,1.248
2001-11-15,18.456,2.621,2.637
2001-11-16,12.783,2.739,5.64
2001-11-17,4.542,1.692,2.658
2001-11-18,4.158,2.479,1.815
2001-11-19,20.808,0.531,10.947
2001-11-20,5.835,-3.125,5.778
2001-11-21,0.912,-7.668,0.933
2001-11-22,23.463,-3.927,10.527
2001-11-23,9.294,0.325,3.168
2001-11-24,23.82,-2.064,22.392
2001-11-25,4.233,-7.527,4.257
2001-11-26,16.983,-4.849,16.89
2001-11-27,10.386,-7.003,10.404
2001-11-28,0.075,-12.154,0.084
2001-11-29,12.42,-8.244,12.411
2001-11-30,7.464,-7.846,7.491
2001-12-01,6.288,-8.071,6.312
2001-12-02,6.234,-5.702,6.261
2001-12-03,0.327,-6.653,0.342
2001-12-04,4.146,-7.272,4.167
2001-12-05,11.94,-4.417,11.829
2001-12-06,15.288,-0.814,14.565
2001-12-07,17.061,-0.188,11.952
2001-12-08,3.192,-0.688,2.88
2001-12-09,15.048,2.861,2.427
2001-12-10,8.802,3.527,2.301
2001-12-11,20.079,1.68,6.822
2001-12-12,6.876,0.425,1.881
2001-12-13,2.106,2.556,0.723
2001-12-14,3.921,2.946,1.566
2001-12-15,12.891,3.721,1.962
2001-12-16,1.233,1.906,0.27
2001-12-17,0.282,0.48,0.141
2001-12-18,2.214,0.968,1.101
2001-12-19,1.506,0.565,0.606
2001-12-20,6.384,2.154,1.713
2001-12-21,0.0,-5.425,0.003
2001-12-22,1.719,-0.98,0.756
2001-12-23,0.165,0.049,0.042
2001-12-24,0.081,-6.583,0.114
2001-12-25,0.03,-9.274,0.054
2001-12-26,10.827,-7.213,10.836
2001-12-27,5.928,-12.365,5.961
2001-12-28,2.511,-9.991,2.535
2001-12-29,0.234,-11.957,0.267
2001-12-30,5.622,-7.56,5.613
2001-12-31,21.291,0.769,10.698
2002-01-01,17.424,2.482,6.678
2002-01-02,53.724,3.468,12.189
2002-01-03,5.172,-2.19,2.16
2002-01-04,14.664,2.788,4.281
2002-01-05,22.041,0.611,10.242
2002-01-06,46.512,1.732,13.071
2002-01-07,12.954,-1.443,12.477
2002-01-08,24.282,-0.306,14.577
2002-01-09,45.585,1.409,17.25
2002-01-10,26.637,0.83,4.578
2002-01-11,6.627,-4.383,5.907
2002-01-12,3.264,-1.657,2.46
2002-01-13,5.412,-0.621,3.339
2002-01-14,11.589,0.608,6.798
2002-01-15,0.246,-3.542,0.255
2002-01-16,17.112,-0.403,12.48
2002-01-17,6.945,-1.192,5.616
2002-01-18,3.15,-1.255,2.925
2002-01-19,1.98,-0.637,1.728
2002-01-20,0.159,-1.581,0.183
2002-01-21,0.003,-4.136,0.021
2002-01-22,0.012,-10.62,0.03
2002-01-23,0.111,-11.94,0.138
2002-01-24,0.006,-13.26,0.018
2002-01-25,0.018,-12.535,0.039
2002-01-26,0.012,-10.208,0.021
2002-01-27,0.0,-12.012,0.0
2002-01-28,0.0,-12.687,0.0
2002-01-29,0.024,-9.582,0.054
2002-01-30,0.0,-7.595,0.0
2002-01-31,0.0,-5.409,0.0
2002-02-01,0.396,-1.304,0.42
2002-02-02,2.577,-2.018,2.616
2002-02-03,1.599,-5.73,1.629
2002-02-04,0.123,-7.906,0.183
2002-02-05,0.378,-7.246,0.459
2002-02-06,3.882,-10.374,3.918
2002-02-07,0.0,-11.601,0.0
2002-02-08,0.003,-10.2,0.003
2002-02-09,0.336,-7.823,0.375
2002-02-10,0.003,-8.825,0.012
2002-02-11,0.006,-8.482,0.012
2002-02-12,0.003,-9.682,0.015
2002-02-13,60.114,-0.085,29.754
2002-02-14,4.596,-3.576,4.608
2002-02-15,22.368,0.469,15.042
2002-02-16,2.115,-5.009,2.121
2002-02-17,7.515,-6.433,7.524
2002-02-18,0.06,-12.518,0.087
2002-02-19,3.138,-8.948,3.147
2002-02-20,4.812,-8.708,4.818
2002-02-21,16.467,-6.205,16.356
2002-02-22,1.533,-10.548,1.557
2002-02-23,0.066,-15.521,0.093
2002-02-24,0.0,-15.532,0.009
2002-02-25,0.009,-10.862,0.009
2002-02-26,0.0,-12.214,0.021
2002-02-27,0.0,-13.277,0.006
2002-02-28,0.159,-11.227,0.165
2002-03-01,4.542,-4.511,4.434
2002-03-02,11.64,-1.044,7.671
2002-03-03,6.339,-5.379,6.357
2002-03-04,2.904,-9.921,2.928
2002-03-05,0.084,-12.135,0.099
2002-03-06,0.462,-8.342,0.525
2002-03-07,0.981,-9.26,1.002
2002-03-08,4.011,-7.452,4.029
2002-03-09,1.326,-9.46,1.344
2002-03-10,2.148,-7.197,2.154
2002-03-11,2.586,-8.8,2.577
2002-03-12,1.938,-5.796,1.944
2002-03-13,10.323,-2.174,5.868
2002-03-14,5.208,-2.297,4.143
2002-03-15,12.897,0.172,8.904
2002-03-16,0.312,-3.632,0.318
2002-03-17,0.0,-7.66,0.0
2002-03-18,0.0,-10.586,0.0
2002-03-19,0.003,-10.012,0.024
2002-03-20,0.045,-7.738,0.114
2002-03-21,0.102,-4.735,0.114
2002-03-22,0.561,-0.608,0.537
2002-03-23,13.281,2.03,8.079
2002-03-24,16.776,2.548,3.228
2002-03-25,12.288,-1.233,8.25
2002-03-26,3.435,-3.71,3.435
2002-03-27,11.268,-3.079,11.055
2002-03-28,1.605,-5.345,1.626
2002-03-29,7.725,-1.882,6.732
2002-03-30,19.995,-1.466,18.279
2002-03-31,4.791,-0.914,4.101
2002-04-01,4.242,-0.326,3.948
2002-04-02,5.163,-0.157,4.8
2002-04-03,8.004,1.09,3.453
2002-04-04,2.43,1.008,1.17
2002-04-05,3.657,1.157,1.194
2002-04-06,3.861,1.933,2.19
2002-04-07,11.226,-0.077,7.17
2002-04-08,4.698,-0.167,2.949
2002-04-09,21.396,1.094,7.812
2002-04-10,3.951,-2.147,3.852
2002-04-11,0.453,-4.426,0.48
2002-04-12,33.168,-1.0,21.948
2002-04-13,6.06,-2.177,5.967
2002-04-14,7.263,-2.183,7.194
2002-04-15,6.501,1.424,3.633
2002-04-16,6.462,2.942,2.94
2002-04-17,5.682,2.57,2.16
2002-04-18,8.616,2.127,3.735
2002-04-19,14.547,1.8,5.547
2002-04-20,10.914,3.898,0.834
2002-04-21,15.006,3.561,2.616
2002-04-22,1.983,2.58,0.258
2002-04-23,12.483,1.747,4.719
2002-04-24,6.282,1.082,4.254
2002-04-25,6.648,-2.384,6.069
2002-04-26,0.123,-7.149,0.15
2002-04-27,0.054,-7.505,0.066
2002-04-28,1.443,-4.318,1.476
2002-04-29,1.185,-3.829,1.212
2002-04-30,0.378,-1.035,0.408
2002-05-01,0.471,-0.727,0.486
2002-05-02,0.123,-1.803,0.135
2002-05-03,0.207,0.595,0.165
2002-05-04,11.487,1.472,5.652
2002-05-05,26.751,2.172,6.495
2002-05-06,7.62,3.194,2.958
2002-05-07,3.705,1.142,2.583
2002-05-08,1.614,1.882,0.561
2002-05-09,8.202,1.075,3.753
2002-05-10,0.48,0.587,0.48
2002-05-11,0.06,-2.244,0.078
2002-05-12,0.048,-2.952,0.081
2002-05-13,0.192,-2.125,0.222
2002-05-14,0.036,-0.784,0.06
2002-05-15,0.0,0.524,0.006
2002-05-16,0.0,3.153,0.0
2002-05-17,0.0,4.326,0.0
2002-05-18,0.0,4.776,0.0
2002-05-19,0.408,4.46,0.042
2002-05-20,3.027,4.516,0.312
2002-05-21,6.288,5.466,0.618
2002-05-22,7.626,5.639,1.137
2002-05-23,6.102,5.067,0.435
2002-05-24,5.469,5.642,0.303
2002-05-25,0.045,6.58,0.009
2002-05-26,0.009,6.454,0.009
2002-05-27,1.68,7.078,0.009
2002-05-28,1.347,6.595,0.138
2002-05-29,5.628,5.866,0.534
2002-05-30,0.954,6.954,0.003
2002-05-31,3.951,4.356,0.447
2002-06-01,4.707,3.676,0.882
2002-06-02,0.687,4.89,0.012
2002-06-03,0.015,6.584,0.003
2002-06-04,0.0,8.756,0.0
2002-06-05,0.111,7.45,0.009
2002-06-06,11.34,6.169,0.306
2002-06-07,5.652,6.106,0.087
2002-06-08,3.888,8.988,0.0
2002-06-09,1.677,9.915,0.0
2002-06-10,0.204,12.111,0.0
2002-06-11,0.441,12.264,0.0
2002-06-12,0.0,12.126,0.0
2002-06-13,0.0,11.699,0.0
2002-06-14,0.57,10.586,0.0
2002-06-15,0.012,9.61,0.0
2002-06-16,0.834,8.177,0.012
2002-06-17,1.344,7.57,0.162
2002-06-18,0.642,5.606,0.321
2002-06-19,0.138,5.007,0.063
2002-06-20,4.908,3.704,0.657
2002-06-21,0.786,6.158,0.0
2002-06-22,0.045,6.912,0.0
2002-06-23,4.038,6.259,0.465
2002-06-24,11.307,5.439,1.167
2002-06-25,1.977,6.972,0.039
2002-06-26,0.057,7.989,0.006
2002-06-27,0.087,9.133,0.0
2002-06-28,0.951,8.955,0.0
2002-06-29,2.385,8.389,0.0
2002-06-30,5.592,7.61,0.066
2002-07-01,2.106,7.952,0.0
2002-07-02,0.003,9.098,0.0
2002-07-03,0.0,9.476,0.0
2002-07-04,0.0,11.109,0.0
2002-07-05,2.817,7.352,0.027
2002-07-06,3.129,8.276,0.03
2002-07-07,3.303,9.323,0.0
2002-07-08,1.287,9.1,0.0
2002-07-09,0.162,7.936,0.003
2002-07-10,0.351,7.257,0.003
2002-07-11,2.121,7.397,0.063
2002-07-12,0.69,6.924,0.072
2002-07-13,18.783,6.31,1.539
2002-07-14,15.615,6.118,0.783
2002-07-15,15.306,5.912,0.933
2002-07-16,1.863,7.071,0.117
2002-07-17,14.733,5.697,0.546
2002-07-18,5.742,7.538,0.09
2002-07-19,0.003,7.6,0.0
2002-07-20,1.986,7.417,0.0
2002-07-21,8.688,7.99,0.0
2002-07-22,0.519,7.716,0.0
2002-07-23,1.116,6.776,0.036
2002-07-24,6.228,6.676,0.066
2002-07-25,11.07,6.254,0.24
2002-07-26,8.973,4.956,0.936
2002-07-27,9.792,4.779,0.897
2002-07-28,1.995,5.175,0.672
2002-07-29,1.308,6.403,0.012
2002-07-30,1.209,7.735,0.003
2002-07-31,0.369,7.835,0.0
2002-08-01,0.0,9.864,0.0
2002-08-02,5.889,8.411,0.0
2002-08-03,22.467,8.667,0.0
2002-08-04,26.571,7.752,0.0
2002-08-05,2.016,9.474,0.0
2002-08-06,0.048,9.809,0.0
2002-08-07,0.075,8.241,0.0
2002-08-08,0.171,8.111,0.0
2002-08-09,2.469,6.758,0.036
2002-08-10,0.9,6.185,0.012
2002-08-11,0.819,5.51,0.027
2002-08-12,2.532,6.791,0.096
2002-08-13,2.805,6.716,0.03
2002-08-14,1.347,6.565,0.0
2002-08-15,1.881,6.251,0.378
2002-08-16,1.734,4.536,0.471
2002-08-17,0.36,5.899,0.006
2002-08-18,0.0,7.775,0.0
2002-08-19,0.279,7.109,0.024
2002-08-20,17.085,7.21,0.174
2002-08-21,10.581,6.395,0.306
2002-08-22,8.529,6.39,0.114
2002-08-23,12.285,7.354,0.198
2002-08-24,7.581,7.615,0.063
2002-08-25,3.795,7.063,0.003
2002-08-26,14.712,5.991,1.005
2002-08-27,2.163,6.187,0.177
2002-08-28,19.329,6.608,0.879
2002-08-29,0.42,6.772,0.0
2002-08-30,3.147,4.712,0.354
2002-08-31,14.424,3.947,0.945
2002-09-01,54.888,5.028,6.483
2002-09-02,5.001,2.544,1.383
2002-09-03,16.761,3.396,2.904
2002-09-04,19.722,3.372,3.828
2002-09-05,14.409,4.864,2.07
2002-09-06,0.006,4.352,0.003
2002-09-07,0.0,3.886,0.0
2002-09-08,0.0,5.385,0.0
2002-09-09,0.081,7.359,0.0
2002-09-10,22.719,9.265,0.0
2002-09-11,5.829,8.356,0.0
2002-09-12,2.097,10.027,0.0
2002-09-13,1.26,10.645,0.0
2002-09-14,5.781,9.453,0.0
2002-09-15,1.149,7.098,0.0
2002-09-16,0.117,5.471,0.0
2002-09-17,0.495,6.153,0.0
2002-09-18,5.829,5.516,0.177
2002-09-19,3.153,5.01,0.006
2002-09-20,6.294,7.078,0.006
2002-09-21,0.801,7.93,0.0
2002-09-22,8.376,7.506,0.0
2002-09-23,13.689,8.597,0.0
2002-09-24,19.116,7.135,0.018
2002-09-25,3.756,3.325,0.501
2002-09-26,0.747,3.614,0.066
2002-09-27,3.366,3.53,0.33
2002-09-28,0.06,1.521,0.048
2002-09-29,6.573,2.286,1.998
2002-09-30,0.015,2.867,0.0
2002-10-01,2.076,7.418,0.0
2002-10-02,20.685,7.63,0.057
2002-10-03,6.198,4.41,1.185
2002-10-04,0.609,4.351,0.015
2002-10-05,12.897,8.118,0.021
2002-10-06,13.536,7.239,0.186
2002-10-07,0.744,4.07,0.126
2002-10-08,1.797,5.666,0.051
2002-10-09,6.243,5.817,0.081
2002-10-10,23.286,6.163,1.464
2002-10-11,17.715,5.723,0.546
2002-10-12,7.845,5.293,0.471
2002-10-13,3.498,5.058,0.195
2002-10-14,0.0,2.708,0.0
2002-10-15,0.0,0.663,0.0
2002-10-16,0.0,-0.226,0.0
2002-10-17,0.0,-0.729,0.0
2002-10-18,0.132,-3.421,0.159
2002-10-19,0.204,-4.499,0.24
2002-10-20,0.072,-4.868,0.117
2002-10-21,0.264,-4.486,0.3
2002-10-22,0.153,-3.492,0.192
2002-10-23,0.426,-4.37,0.459
2002-10-24,0.111,-4.396,0.138
2002-10-25,0.459,-4.317,0.489
2002-10-26,0.267,-4.495,0.294
2002-10-27,0.0,-7.472,0.009
2002-10-28,5.331,-4.354,4.953
2002-10-29,6.387,-2.048,6.147
2002-10-30,0.657,-4.447,0.684
2002-10-31,0.033,-4.651,0.039
2002-11-01,5.133,0.726,2.379
2002-11-02,4.866,2.854,1.563
2002-11-03,4.29,2.941,0.555
2002-11-04,3.648,2.333,0.876
2002-11-05,16.443,0.481,10.062
2002-11-06,5.496,-1.125,5.121
2002-11-07,1.728,-0.099,1.689
2002-11-08,0.0,-2.274,0.0
2002-11-09,0.0,-3.712,0.0
2002-11-10,0.015,-1.915,0.03
2002-11-11,1.125,1.59,0.771
2002-11-12,0.06,-0.881,0.063
2002-11-13,0.0,-4.328,0.003
2002-11-14,0.0,-5.849,0.0
2002-11-15,0.0,-6.652,0.0
2002-11-16,0.252,-5.35,0.3
2002-11-17,5.538,-2.704,5.526
2002-11-18,24.648,0.93,12.471
2002-11-19,19.752,0.978,10.701
2002-11-20,11.778,1.727,4.383
2002-11-21,1.872,2.639,0.342
2002-11-22,0.393,0.73,0.084
2002-11-23,1.32,2.029,0.228
2002-11-24,2.199,1.865,0.633
2002-11-25,2.049,2.172,0.723
2002-11-26,1.131,2.591,0.18
2002-11-27,3.345,3.788,0.279
2002-11-28,2.223,4.056,0.369
2002-11-29,1.656,4.137,0.264
2002-11-30,12.57,2.408,4.293
2002-12-01,0.144,-0.851,0.135
2002-12-02,1.083,-0.572,0.969
2002-12-03,34.35,1.13,17.592
2002-12-04,8.796,0.918,6.273
2002-12-05,43.83,3.598,8.52
2002-12-06,2.55,1.977,1.731
2002-12-07,3.036,0.138,2.211
2002-12-08,5.82,0.324,2.673
2002-12-09,1.434,1.666,1.077
2002-12-10,3.351,2.019,1.779
2002-12-11,2.535,0.266,1.905
2002-12-12,2.445,-0.322,1.899
2002-12-13,12.975,0.694,4.929
2002-12-14,3.378,0.982,1.95
2002-12-15,17.106,1.976,8.367
2002-12-16,12.555,-0.691,7.041
2002-12-17,3.003,0.487,1.797
2002-12-18,8.163,2.408,2.868
2002-12-19,5.631,0.261,1.638
2002-12-20,0.801,-2.317,0.84
2002-12-21,1.521,-3.001,1.548
2002-12-22,8.349,-0.116,5.883
2002-12-23,12.162,2.238,4.281
2002-12-24,10.092,3.644,2.733
2002-12-25,22.098,-0.175,17.064
2002-12-26,1.407,-1.956,1.092
2002-12-27,0.0,-4.957,0.018
2002-12-28,0.0,-5.553,0.0
2002-12-29,0.003,-4.067,0.006
2002-12-30,0.09,-1.282,0.072
2002-12-31,0.312,-0.72,0.231
2003-01-01,0.006,-4.372,0.009
2003-01-02,0.234,-4.865,0.264
2003-01-03,0.132,-3.596,0.159
2003-01-04,0.141,-3.571,0.141
2003-01-05,0.441,-0.544,0.402
2003-01-06,0.366,-0.068,0.318
2003-01-07,0.429,-0.349,0.372
2003-01-08,1.014,-0.057,0.9
2003-01-09,8.601,1.828,3.738
2003-01-10,9.432,1.838,3.711
2003-01-11,16.863,2.034,2.568
